Age,Gender,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,ethnicity_0,ethnicity_1,ethnicity_2,ethnicity_3
15,0,1,5.7251807076636645,1,0,3,1,0,0,0,3.25829468502287,3.0,1,0,0,0
15,1,1,17.972778566022065,21,1,4,0,0,1,0,1.8262650784023136,0.0,1,0,0,0
17,0,2,11.988610840552434,6,0,1,0,0,0,0,2.4892182377565297,1.0,1,0,0,0
15,0,1,15.601680474699297,10,0,3,0,1,0,0,2.748237414891583,2.0,0,1,0,0
17,1,2,9.001905371817188,2,1,3,1,1,0,0,3.984673602658726,4.0,0,0,1,0
18,1,3,8.933774434893298,2,0,0,0,1,0,0,2.5117430206054214,2.0,0,1,0,0
18,0,2,17.472676452694003,0,0,0,0,1,0,0,3.353659743298607,0.0,0,0,1,0
16,0,1,9.27351611546356,25,0,2,1,0,0,0,0.8131476267952477,1.0,1,0,0,0
18,0,2,12.30429793193828,9,0,3,0,0,0,0,2.8415190017676264,2.0,0,1,0,0
18,1,1,10.723845585644083,3,0,3,0,1,0,1,3.3327885878934707,3.0,0,0,1,0
16,0,1,5.399472737109241,17,1,1,0,0,1,0,1.7179959243485303,0.0,0,1,0,0
18,1,1,8.055710680929899,18,0,1,0,0,0,0,1.2348440407820207,0.0,0,1,0,0
17,1,1,12.233113512920282,21,1,3,1,1,0,0,1.5268678317927231,0.0,0,0,1,0
15,0,2,18.434533389033227,29,0,1,0,0,0,0,0.4436406552124723,0.0,0,0,0,1
17,1,1,17.88182738515691,1,0,2,0,0,0,0,3.0219548675332906,3.0,1,0,0,0
17,0,0,0.1862058152470735,29,1,2,1,1,0,0,0.7562591665741925,0.0,1,0,0,0
18,0,2,1.7601205502290451,14,0,2,0,0,0,0,1.5674124377048069,0.0,0,0,1,0
17,1,2,17.048777712837463,0,1,2,0,0,0,0,3.4967765445807157,3.0,0,0,1,0
17,0,3,16.926360255617475,6,0,2,1,1,0,0,3.03210533252155,3.0,0,1,0,0
16,1,0,4.720158606474241,16,1,3,1,0,1,0,1.834359140428028,0.0,0,0,1,0
15,1,1,9.247228944954784,21,1,2,0,1,0,0,1.4550854526151875,0.0,0,1,0,0
17,0,2,2.187118062189577,5,1,1,0,1,0,0,2.844039214925591,2.0,1,0,0,0
15,1,2,8.315496019793029,20,0,2,1,0,0,0,1.0444999950877136,0.0,0,0,1,0
16,1,2,10.976835111869477,1,0,0,0,0,0,0,2.7905751470187807,2.0,1,0,0,0
16,1,1,5.609264484093048,12,0,4,0,0,0,0,2.1025418985543585,1.0,0,0,1,0
16,0,2,12.97068318066685,25,0,3,1,1,1,0,1.65178667236737,0.0,0,1,0,0
16,0,1,11.717261010558431,19,0,1,0,1,0,0,1.150153548429549,0.0,1,0,0,0
15,1,2,9.74032081032479,15,0,0,0,0,0,0,1.3026414038177534,1.0,0,1,0,0
15,1,3,5.370001523949908,22,1,3,0,0,0,0,1.293573556445951,0.0,0,0,0,1
18,0,2,13.274687213878767,3,1,1,1,0,0,0,2.913887649138132,2.0,1,0,0,0
18,0,4,8.32434062064629,17,0,3,0,0,0,0,1.1674254127713368,0.0,0,0,0,1
17,1,0,5.0286030437492695,11,0,3,0,1,0,1,2.0764437464311585,1.0,0,1,0,0
16,0,1,16.828795199124894,28,1,2,0,0,0,0,0.7975176691622691,0.0,1,0,0,0
17,0,4,17.656729813561583,15,0,2,0,1,1,0,2.340156389104695,1.0,0,0,1,0
15,0,3,18.54732818923107,14,1,3,0,0,1,0,2.8625628192347974,2.0,0,0,1,0
16,0,1,1.130313815935147,11,0,4,0,0,1,0,2.372748110360667,1.0,0,1,0,0
15,0,1,5.101744448427963,22,0,1,0,1,1,0,0.7132676650608875,0.0,0,1,0,0
17,1,2,5.621477708902263,0,1,4,0,0,1,0,3.770694721842285,4.0,0,0,1,0
16,1,1,14.121162292760616,17,0,4,0,1,0,0,2.3588158974550537,1.0,0,0,1,0
18,0,2,0.8117142426939017,12,1,1,1,1,0,0,2.0165967745176614,1.0,0,1,0,0
16,0,1,16.382146523553757,26,0,4,0,0,0,0,0.8570927943521445,0.0,0,1,0,0
18,0,1,2.6840485265270053,26,0,3,0,0,0,0,0.5591437155118445,0.0,1,0,0,0
16,0,2,6.55132587844252,16,0,1,1,1,0,0,1.8362421367971535,0.0,0,0,1,0
17,1,2,6.488764572701324,21,1,1,1,0,0,1,1.1466960797952552,0.0,0,0,1,0
17,0,1,16.060910493517596,5,1,1,1,0,0,0,2.964009263152522,2.0,0,1,0,0
17,0,4,9.622513836336912,28,1,0,0,0,0,0,0.5477807235419316,0.0,0,0,1,0
17,0,0,4.465108021387218,20,0,2,1,0,0,0,0.8177142023856205,0.0,1,0,0,0
17,1,2,6.124784904568008,0,0,1,1,0,0,1,3.1496447435255135,3.0,0,1,0,0
18,1,3,7.6281761980624685,14,0,2,0,0,0,0,1.736011489374202,0.0,1,0,0,0
16,0,0,1.2898136091169254,9,1,1,0,0,0,0,2.0645643026074056,1.0,0,1,0,0
16,1,1,5.44934368066192,23,0,1,1,0,0,0,0.5511396527389846,0.0,0,0,0,1
18,0,3,4.750322411881203,16,0,3,0,0,0,0,1.5147637597128956,4.0,1,0,0,0
18,0,1,11.709718766300712,5,1,3,0,0,0,0,2.546634577748015,2.0,1,0,0,0
15,0,3,1.8207262989088344,1,1,3,0,1,1,0,3.659836405312248,4.0,1,0,0,0
16,0,2,13.812454841626831,3,0,3,1,1,1,1,3.2898231421759827,3.0,1,0,0,0
18,1,2,14.17353439931014,26,0,0,1,0,0,0,0.3124795812740794,0.0,1,0,0,0
16,1,1,6.15310174712673,12,0,3,0,0,0,0,1.789036775909554,0.0,1,0,0,0
18,1,2,16.772435923961137,24,0,2,1,0,0,0,1.295594900495879,0.0,0,0,1,0
15,0,1,8.817102254050317,12,1,2,1,0,1,0,2.1214734424871557,1.0,1,0,0,0
17,0,3,8.183932875712996,28,1,3,0,0,0,0,0.8409854510198023,0.0,1,0,0,0
15,0,1,10.240467782175187,21,0,2,1,0,0,1,1.2335870210314048,0.0,0,0,1,0
15,0,2,9.728100710723565,17,1,0,0,1,0,0,1.3415207165346672,0.0,1,0,0,0
17,1,0,6.667356762331256,16,0,2,0,1,0,0,1.803054426736249,0.0,0,0,1,0
17,0,3,2.2571628942552446,11,0,2,0,1,0,0,1.9493060573283008,0.0,1,0,0,0
18,1,1,17.091373280652817,8,0,2,0,0,0,0,2.576927695452172,2.0,1,0,0,0
16,1,2,11.328873701732531,22,0,3,1,0,0,0,1.2860837347449834,0.0,0,1,0,0
17,1,2,11.286021293396605,16,0,1,1,0,1,0,1.783001895562732,0.0,0,0,1,0
17,1,4,12.188905946545576,29,0,3,0,0,0,0,0.3280857038991219,0.0,1,0,0,0
18,0,0,19.61296439128099,2,1,0,1,0,0,0,3.515415829646008,4.0,0,0,1,0
18,1,2,2.8322270123579862,18,1,4,1,0,0,0,1.4195226349555488,0.0,1,0,0,0
15,0,1,4.459000171155072,27,0,1,0,0,0,0,0.0,0.0,0,0,1,0
16,1,1,7.899805410980649,21,1,4,1,0,0,0,1.9219421337361215,0.0,0,0,0,1
16,1,1,0.941223957538948,1,0,4,0,0,1,0,3.2839165218973836,3.0,0,0,1,0
18,0,2,3.777403735257088,13,0,2,0,0,0,0,1.2738181762310288,2.0,1,0,0,0
18,1,3,16.96835452861022,1,1,0,0,1,0,0,3.408489770633043,3.0,0,1,0,0
17,1,2,10.130999998170944,26,0,1,0,0,0,0,0.2628611666623931,0.0,0,0,0,1
15,1,2,5.365520409071134,15,0,2,0,0,0,0,1.385696220554564,0.0,1,0,0,0
16,1,3,16.202801814909225,0,0,3,1,0,0,0,3.646516388949796,4.0,0,0,0,1
17,1,1,15.679050361956818,23,0,3,1,1,0,0,1.511276997165948,0.0,1,0,0,0
16,0,0,18.079633931785708,1,0,2,0,0,1,0,3.3847294719580105,3.0,0,0,0,1
15,0,4,1.3602046390484102,22,0,1,1,1,0,1,1.00722582021403,0.0,0,1,0,0
16,0,1,10.403204460487911,29,0,3,0,0,0,0,0.3331542282930413,0.0,0,0,1,0
18,1,2,17.528418872089855,3,0,3,0,0,1,0,3.1376243508475437,1.0,1,0,0,0
16,1,3,13.483842332300016,29,1,4,1,0,0,0,1.1179648263826585,0.0,1,0,0,0
16,0,3,18.179617838297283,27,0,4,0,0,0,0,0.9709123787681464,0.0,1,0,0,0
16,0,1,12.805018299045525,6,0,2,0,0,0,1,2.737474165505196,2.0,1,0,0,0
17,0,2,5.288085958592907,19,1,3,1,0,0,0,1.7609996788469535,4.0,0,0,1,0
16,0,1,11.105266452158803,27,0,3,0,1,0,0,0.9401842567137784,0.0,1,0,0,0
15,0,2,17.955916127840517,6,0,3,1,0,0,1,2.8463787534192235,2.0,0,0,0,1
17,0,4,1.952375210702979,15,0,3,0,1,0,0,1.5563289566907113,0.0,0,0,0,1
15,0,3,11.627331144091498,27,1,2,1,0,0,0,0.6189366143827062,0.0,0,0,0,1
16,0,3,10.135400814355762,8,0,1,0,1,0,0,2.3983144793001743,1.0,1,0,0,0
17,1,1,9.019730052966874,22,0,2,0,0,0,1,1.0366568343647269,0.0,1,0,0,0
16,0,2,6.916571406191878,22,0,2,1,0,0,0,1.331958948764275,0.0,0,1,0,0
17,0,2,12.171431863479484,13,0,4,0,0,0,1,1.7524968355129966,0.0,1,0,0,0
18,1,0,0.8376078767755102,23,0,0,1,0,0,0,0.4258137609932144,0.0,0,1,0,0
15,0,4,13.31568802937742,3,0,3,0,0,0,1,3.119393913150377,3.0,1,0,0,0
18,1,0,1.8731490521494896,20,1,1,0,0,0,0,0.8922661351679123,0.0,1,0,0,0
16,1,3,18.94341233686788,7,0,4,0,1,1,0,3.31820802902305,3.0,0,0,0,1
18,1,1,3.710519505154384,25,0,3,1,0,0,0,1.003614145687202,0.0,1,0,0,0
17,0,4,14.84402018242265,6,0,1,0,1,1,1,3.154023245749205,3.0,0,1,0,0
15,1,0,17.605035465633744,9,0,1,0,0,0,0,2.380839869039285,0.0,0,1,0,0
15,1,3,0.8829112417491092,25,0,0,1,1,1,0,0.318850908518507,0.0,1,0,0,0
15,0,3,3.3719809686807367,7,0,3,1,1,0,0,3.0356935955108426,3.0,0,0,0,1
16,0,2,1.803914004004887,22,0,3,1,1,0,0,1.2284288472926583,0.0,1,0,0,0
16,1,0,18.648879567547016,29,1,1,0,0,0,0,0.3125462305253549,0.0,0,1,0,0
17,1,1,17.53120981577435,25,1,3,0,0,0,0,1.122889381075435,0.0,1,0,0,0
15,0,1,14.635521900753448,6,0,3,0,1,1,0,3.222140089605496,3.0,0,1,0,0
16,1,1,17.053323062034412,21,1,2,0,0,0,0,1.7087987708583718,0.0,1,0,0,0
16,1,1,8.188958752546183,15,1,3,0,0,0,0,2.0607924590958486,2.0,1,0,0,0
17,0,2,8.241872192650783,7,1,3,0,0,0,0,2.8447322620424904,2.0,0,0,1,0
18,1,4,5.0944100091509785,6,1,3,0,0,0,0,2.527606693940515,2.0,1,0,0,0
17,1,1,8.296952131210915,3,0,1,1,0,0,0,2.688349836315715,2.0,0,1,0,0
18,0,1,6.185362229993907,12,0,0,0,0,0,0,1.1979333311054492,0.0,0,0,0,1
17,1,1,9.906352938678175,25,0,3,1,1,0,0,1.0823899503415932,1.0,1,0,0,0
17,1,1,0.6685306618644327,17,0,3,1,0,0,0,1.3415984768250016,0.0,0,0,1,0
15,0,2,4.059871183823944,23,0,4,1,1,0,0,1.484857697467839,0.0,0,0,1,0
15,1,2,18.807940678910885,9,0,3,1,1,0,1,2.7721632696203784,2.0,1,0,0,0
18,1,1,12.298060291338722,9,1,1,1,0,0,0,2.813786291054958,2.0,1,0,0,0
15,1,4,3.4220495682680374,1,0,2,0,1,0,0,3.205425334412305,3.0,1,0,0,0
15,0,2,4.336285518582166,2,0,3,0,1,0,0,3.3390943622003117,3.0,0,0,1,0
16,1,3,1.5110898752553914,3,0,3,0,0,0,0,2.7326611971495227,4.0,0,1,0,0
15,1,2,15.108745450311623,15,0,2,0,0,0,0,1.4887052948653967,0.0,0,0,1,0
15,1,3,12.49887540815664,8,1,2,1,0,0,0,2.7423611231016096,2.0,1,0,0,0
18,0,2,13.799287142527248,25,0,2,0,0,1,0,1.010198033751084,0.0,1,0,0,0
16,0,2,13.762353184127004,25,0,0,1,0,0,0,0.7664048694920337,0.0,0,1,0,0
17,1,3,16.12193495921495,29,0,2,0,1,1,0,0.3629570027561279,0.0,1,0,0,0
18,1,4,17.902000581324884,14,0,3,0,0,0,1,2.16864159345454,1.0,0,1,0,0
16,0,2,14.043286572966249,7,1,0,0,0,0,0,2.553484846074773,2.0,0,0,1,0
16,1,0,18.656924427205983,0,1,4,1,0,0,1,4.0,4.0,1,0,0,0
15,1,2,16.643249074582368,16,0,2,1,0,0,0,1.581931480635446,0.0,0,1,0,0
17,1,3,14.714359735562198,22,0,2,1,0,1,0,1.2934088269809283,0.0,1,0,0,0
17,0,2,11.776205403124465,5,0,3,0,1,0,1,2.968093619579765,2.0,1,0,0,0
16,0,0,17.243059165862434,12,0,2,1,0,0,0,2.0735452919667288,1.0,1,0,0,0
18,1,3,8.659460996794126,0,0,1,1,0,0,0,2.9640587263043403,2.0,1,0,0,0
17,0,0,10.330930207785244,24,0,2,0,0,0,0,0.7737842057946157,0.0,0,1,0,0
18,0,1,8.178544715133441,8,1,1,1,0,0,0,2.200896321528595,1.0,1,0,0,0
16,0,2,2.4610424718064983,25,0,1,1,1,1,0,0.8979380920800135,0.0,1,0,0,0
15,0,0,9.615723363594546,26,1,2,1,0,0,0,0.5742779997538898,0.0,1,0,0,0
17,1,1,13.837278163216888,11,1,0,1,0,0,0,2.13406203808262,1.0,1,0,0,0
17,0,2,3.1447133018846696,23,0,4,0,1,0,1,1.5205038773800068,0.0,0,0,1,0
15,1,4,14.645811348513922,28,0,2,0,0,0,0,0.6487053948776081,0.0,0,1,0,0
15,0,3,6.333687120338521,8,1,2,1,0,0,0,2.686144990139594,2.0,1,0,0,0
15,1,1,8.489856653530703,25,1,4,1,0,0,0,1.283227506286419,0.0,1,0,0,0
16,0,1,1.5849921225985764,10,0,2,0,0,1,1,2.2297401841747666,1.0,0,0,1,0
18,0,0,1.599649655935096,7,0,2,0,1,0,0,2.2103713279948844,1.0,1,0,0,0
16,0,1,2.0123995444518017,18,0,3,0,1,0,0,1.2341413889277302,0.0,0,0,1,0
17,1,2,15.357218462517109,4,0,2,0,0,0,0,2.7837652099236254,2.0,0,0,1,0
17,1,2,12.29082036442631,20,1,0,1,1,1,0,1.8102707442887624,0.0,1,0,0,0
17,1,2,13.796421426575238,6,0,3,0,1,1,0,2.9346921024221513,2.0,0,0,1,0
16,0,2,1.913802321160023,11,1,1,0,1,0,0,2.0232340815930123,1.0,1,0,0,0
17,1,2,5.319481293082243,12,0,4,0,1,0,0,2.268850734169383,4.0,1,0,0,0
18,0,1,10.08842079430426,13,0,1,0,0,0,0,1.8208437343058657,0.0,1,0,0,0
15,1,2,16.111616528824673,1,0,2,1,0,0,0,3.2229374986891246,3.0,0,0,1,0
18,0,2,2.093212678157925,23,0,3,0,0,0,0,0.8703304110318186,0.0,1,0,0,0
16,0,1,12.67699637470648,5,0,3,1,0,1,0,3.3669295153821057,3.0,0,1,0,0
15,1,2,5.463192407398902,3,1,4,1,0,0,0,3.9417600224442615,4.0,0,1,0,0
18,1,1,1.7182077640564095,2,0,2,0,1,0,0,2.5868706562634283,2.0,0,0,1,0
18,0,1,8.191218545250186,0,0,1,1,0,0,0,3.0841836144863937,3.0,1,0,0,0
15,0,0,6.013112811214882,22,0,3,0,0,0,0,1.0281836891510068,3.0,1,0,0,0
17,0,4,7.5450397143139085,18,1,4,1,0,1,0,2.434934378846439,1.0,1,0,0,0
15,0,1,0.7564027310407062,8,0,3,1,0,0,1,2.7051956947945466,2.0,0,0,1,0
18,1,1,8.96341694042637,24,0,3,1,1,0,0,1.369369967422703,0.0,1,0,0,0
15,1,3,6.186484487164458,25,0,4,0,1,0,0,1.099434304470497,0.0,1,0,0,0
18,0,0,8.184991475707946,19,0,2,0,0,0,1,1.363340948163794,0.0,1,0,0,0
17,0,0,14.44747015265597,13,1,2,0,0,0,0,2.1985931845869615,1.0,0,0,1,0
18,1,2,19.671945994775484,9,0,2,0,0,0,0,2.5372306390536963,2.0,1,0,0,0
15,0,1,9.067412112083147,20,0,2,1,1,1,0,1.7892398367181417,0.0,1,0,0,0
18,1,4,16.481889809687484,22,0,1,0,0,1,0,1.2212994205081906,0.0,1,0,0,0
18,1,1,3.7726449284814967,7,0,2,1,1,0,1,2.5251155338354896,2.0,0,0,1,0
16,1,3,19.94845878107108,7,0,3,0,0,0,0,3.1122811365205387,3.0,0,1,0,0
18,1,1,17.22125872959439,18,0,2,0,1,0,0,1.879725986688092,0.0,1,0,0,0
16,0,3,12.7031397772787,16,1,1,0,0,0,1,1.934935784062694,0.0,1,0,0,0
18,1,3,7.859015299827061,19,0,4,0,1,1,0,1.7504046795082222,0.0,1,0,0,0
17,0,2,19.33731100586787,5,1,2,1,0,0,0,3.161436270258364,3.0,1,0,0,0
15,1,1,11.753889390626243,20,0,4,0,0,1,0,1.7148117851610198,0.0,1,0,0,0
18,0,1,3.4341997794737633,19,0,1,1,0,1,0,1.1416385674703,0.0,0,0,1,0
18,0,2,7.762429135369942,12,1,1,1,0,0,0,1.7536230683511045,0.0,1,0,0,0
17,1,2,15.059723860783702,3,0,1,0,0,0,0,2.6268192376885873,2.0,0,0,1,0
17,1,2,7.354170162550863,2,0,1,0,0,1,0,2.6491368281965504,2.0,1,0,0,0
16,1,1,3.716641111306851,5,0,2,0,0,0,0,2.3585718660404216,1.0,1,0,0,0
18,1,2,0.8953677737697374,13,0,0,0,1,0,0,1.528563501341875,0.0,0,1,0,0
15,0,0,12.844192740053948,25,1,1,0,0,0,0,0.9000416924553322,0.0,1,0,0,0
18,1,2,7.2637824743245005,6,0,1,0,0,0,0,2.071108064884564,1.0,1,0,0,0
15,1,2,11.963648910840048,9,0,2,0,0,0,0,2.266160309674473,4.0,0,0,1,0
17,0,2,12.101425068754876,21,0,4,0,1,0,0,1.7515809583340785,0.0,0,1,0,0
17,1,3,16.06266177872492,14,0,3,0,0,0,0,2.330783482945125,1.0,1,0,0,0
17,1,1,6.275642866114575,6,1,2,0,0,1,0,2.6162916954361832,2.0,0,1,0,0
16,0,1,10.981664451374458,16,0,0,0,0,0,0,1.2782356660108654,0.0,0,1,0,0
18,1,3,13.414944009435468,10,0,3,0,1,0,0,2.6441942090704775,2.0,0,0,0,1
15,0,2,6.538842005093899,8,0,3,0,1,0,0,2.384690791358408,1.0,1,0,0,0
17,0,3,2.1855889073631984,7,0,3,1,0,0,0,2.1864269513348455,1.0,0,1,0,0
15,0,0,17.10816324208576,23,0,2,0,1,0,0,0.8647850838512876,0.0,1,0,0,0
18,0,4,13.045280118875404,17,0,0,0,0,0,0,0.9893299205987556,0.0,1,0,0,0
15,0,1,9.423451187562836,8,0,3,1,1,0,0,2.5706824923097633,2.0,0,0,0,1
17,0,1,16.89418334151725,10,0,3,0,0,0,1,2.4713957791802716,0.0,0,0,1,0
17,0,2,3.8689445602387496,0,1,3,0,0,0,0,3.1565080639094454,3.0,1,0,0,0
18,1,1,14.38045640867202,16,0,3,0,0,0,0,1.804726657837384,0.0,0,0,0,1
15,0,2,19.13629341181755,8,1,4,0,0,0,0,2.9289482377250686,2.0,0,1,0,0
16,1,1,6.700171399153916,14,0,3,0,0,0,0,1.9400069221827017,0.0,1,0,0,0
16,1,2,5.783863039317394,22,1,4,1,0,0,0,1.3068680389383789,0.0,1,0,0,0
16,1,1,6.860880115860204,25,0,2,0,1,0,0,0.7012637128402552,0.0,1,0,0,0
16,1,2,2.47144981198981,23,0,4,0,0,0,0,0.9740174167472984,0.0,1,0,0,0
15,0,0,10.58871481082553,15,0,3,0,0,0,1,2.037768574636005,2.0,1,0,0,0
17,0,1,12.820121146414024,10,1,1,0,1,0,0,2.465306489467062,1.0,1,0,0,0
18,0,2,18.63888279308744,20,0,2,1,1,0,0,1.451872243083537,0.0,0,0,1,0
16,0,4,0.4691804344230887,11,0,2,0,0,0,0,1.945989188418632,0.0,0,1,0,0
16,1,1,4.276024213254656,18,1,1,1,0,0,1,1.6977287802151977,0.0,1,0,0,0
16,1,2,7.105792864386375,0,0,2,1,1,1,0,3.8649768612963977,4.0,1,0,0,0
17,1,0,6.413255094728645,19,0,1,0,0,0,0,0.9797699107752862,0.0,1,0,0,0
18,0,2,2.403185174712439,16,0,4,1,0,0,0,2.0469388171096283,1.0,1,0,0,0
16,1,2,4.944121474777536,18,1,2,0,0,0,0,1.6692302172984,0.0,1,0,0,0
17,1,1,11.808522062157827,23,0,2,0,0,1,0,0.7581829737450007,0.0,1,0,0,0
18,0,3,1.446967676721147,6,0,3,1,1,0,0,2.629933233823926,2.0,0,1,0,0
15,0,0,18.402276266452574,22,0,0,0,1,0,0,0.6404398092314469,0.0,1,0,0,0
18,1,1,11.413663501439572,21,1,4,0,0,1,0,1.994611703201556,0.0,1,0,0,0
16,0,2,3.1266287678567717,10,0,1,1,1,1,1,2.3631214597500585,1.0,1,0,0,0
17,1,2,13.34702326100792,12,0,1,1,0,0,0,1.9893957592572007,0.0,0,1,0,0
15,0,2,11.026347813256285,23,0,2,1,0,0,0,1.3917877793457225,0.0,0,1,0,0
18,0,3,5.264923496610887,19,0,3,1,0,0,0,1.378777261955536,0.0,1,0,0,0
18,1,3,8.586455314083905,21,0,2,1,1,0,0,1.3905396980299167,0.0,1,0,0,0
15,1,2,13.896414597434417,11,1,0,1,1,0,0,2.396139095071558,1.0,1,0,0,0
17,1,2,11.206973487006469,8,0,1,0,1,1,0,2.614950353949793,2.0,0,0,0,1
16,1,2,6.036693217857902,10,0,3,0,1,0,1,2.3191191467631675,1.0,1,0,0,0
18,1,4,1.1426543868665997,20,1,1,1,0,0,0,0.8227735669667381,0.0,1,0,0,0
18,0,0,1.1707320016010023,26,0,1,1,1,0,0,0.7005398668998437,0.0,1,0,0,0
18,0,1,4.294702502431265,6,0,1,0,0,0,0,2.006721725237717,1.0,1,0,0,0
18,1,2,18.85825422783513,8,1,1,0,0,1,0,2.953961921722677,2.0,1,0,0,0
18,0,2,19.08895389705977,25,0,2,0,0,0,0,0.825019641346986,3.0,0,0,0,1
16,0,2,9.6254790365521,14,0,3,0,0,0,0,1.6482889223547217,0.0,0,1,0,0
18,1,1,6.586425549650086,20,1,1,1,0,0,0,1.543837471085622,0.0,1,0,0,0
15,0,1,2.7186549473464128,5,0,2,0,0,1,0,2.3311089198970865,1.0,0,1,0,0
17,0,3,3.456401029129046,25,0,0,0,0,0,0,0.1361659080098038,0.0,0,0,1,0
16,1,1,19.205327169841333,1,0,1,1,0,0,0,3.577043897429733,4.0,0,1,0,0
17,0,2,9.085414487208505,8,0,1,0,1,1,0,2.7454918014149503,2.0,1,0,0,0
17,0,2,13.600921127485396,22,0,1,0,1,0,0,0.9721682581321198,0.0,1,0,0,0
18,1,2,10.0714014880711,20,0,4,0,0,0,0,1.3214272070130963,0.0,1,0,0,0
15,0,0,14.668036986698114,26,0,0,1,1,0,0,0.556828032953946,0.0,1,0,0,0
18,1,3,11.677165346160308,1,1,2,0,0,0,0,3.454462459935305,3.0,1,0,0,0
15,1,2,6.779398523456428,3,1,4,0,0,0,0,3.5834476051437596,4.0,1,0,0,0
18,1,1,8.742962100900693,9,0,2,1,0,0,1,2.592786686317039,2.0,0,1,0,0
17,0,3,1.762531390011155,12,1,2,0,1,0,0,2.1370681063433614,1.0,1,0,0,0
15,0,1,17.269829009256366,5,0,0,0,0,0,0,2.3706116146947664,1.0,0,1,0,0
17,1,3,3.3365940990052567,20,1,1,0,0,0,0,1.1378011102056016,0.0,1,0,0,0
18,1,2,6.664834811014552,20,1,2,1,0,0,1,1.382935704905427,0.0,1,0,0,0
16,0,3,5.407664706213127,26,0,0,0,0,0,0,0.0,0.0,0,0,1,0
15,0,1,13.856023972598177,18,0,4,1,1,0,0,2.154199353389932,1.0,1,0,0,0
15,0,3,6.018381463308375,7,0,1,0,0,0,0,2.2973555861936927,4.0,0,0,1,0
16,1,1,6.393041245106012,18,0,4,1,0,0,0,1.8547004421395892,0.0,1,0,0,0
17,1,3,13.870196740926408,11,0,1,0,0,1,0,1.7233856864018513,0.0,1,0,0,0
17,1,2,18.616153446895236,18,0,3,0,0,0,0,1.8209201086118587,0.0,1,0,0,0
16,1,3,9.406480958744128,16,0,1,1,0,0,1,1.6190305128354965,0.0,0,0,0,1
18,0,3,0.1154132258593598,21,1,2,1,0,0,0,1.0033653059742336,0.0,0,0,1,0
17,1,1,8.6479272037018,20,0,3,0,1,0,0,1.1625740735001573,2.0,0,0,1,0
17,0,2,19.228351556931468,7,0,2,0,0,1,1,3.1572296388040932,3.0,1,0,0,0
16,1,2,13.03359589756854,4,0,3,0,0,0,1,3.3692186048208828,3.0,1,0,0,0
17,1,3,10.298589907849657,11,1,0,1,0,0,0,2.2952134775005772,1.0,0,1,0,0
17,1,4,7.471325720781612,23,0,1,0,0,0,0,0.4244328946229094,0.0,1,0,0,0
17,0,2,16.388557073407302,3,1,4,0,0,0,0,3.3473567435078095,3.0,1,0,0,0
15,0,2,16.66548610057515,22,1,4,0,0,0,0,1.960538709128941,0.0,0,0,0,1
15,0,2,16.3420426600523,21,1,1,0,1,0,0,1.2720101075733885,0.0,1,0,0,0
17,1,0,11.886634678531916,17,1,3,0,0,1,0,1.842584134756634,0.0,1,0,0,0
17,1,2,11.314946131022918,23,1,1,0,0,0,0,1.0582873996898603,0.0,0,0,0,1
17,0,3,17.08691965565431,25,1,2,0,0,0,0,1.3055845144947993,2.0,0,0,1,0
18,0,0,9.99236823997524,17,1,3,1,1,0,0,2.289299775238682,1.0,0,0,1,0
17,1,2,5.490891694808893,8,1,3,0,0,0,1,2.421061773387504,1.0,1,0,0,0
18,0,0,7.67069024867954,5,0,1,0,0,0,0,2.224197461212005,1.0,0,0,1,0
16,1,2,16.78415906078918,14,1,1,0,0,0,0,2.398121085937693,1.0,1,0,0,0
18,1,3,0.0157902218643757,24,0,1,0,0,0,0,0.2333498804715068,0.0,1,0,0,0
18,0,2,0.4686591073477641,5,0,2,0,1,0,0,2.5552328599380942,2.0,1,0,0,0
16,1,2,12.8455632701423,20,0,4,0,0,1,0,1.6010784880682591,0.0,1,0,0,0
16,0,1,5.041397737003431,6,1,2,1,0,0,1,2.7671513375162338,2.0,1,0,0,0
15,1,2,1.784443361144772,12,0,2,1,0,0,0,2.009298479722319,1.0,0,0,1,0
15,1,1,3.5999923322137373,23,0,1,1,0,0,0,0.5303581886716461,0.0,1,0,0,0
16,0,2,14.204196966325298,2,1,3,0,1,0,0,3.5326403833692965,4.0,1,0,0,0
15,0,2,12.809665862844245,1,0,2,0,1,0,0,2.8956713046591833,2.0,0,1,0,0
18,1,2,11.13636720556615,22,0,0,0,0,0,0,1.011253194616751,0.0,0,0,1,0
15,0,1,0.001056538645936,4,1,3,0,1,0,0,2.968807133269986,2.0,1,0,0,0
17,0,1,3.135258951985893,21,1,3,0,1,0,1,1.6433737595842497,0.0,0,0,1,0
17,1,3,13.733008467080746,6,0,2,1,1,0,0,2.8020738343659453,2.0,1,0,0,0
16,0,2,1.2863844638716704,21,0,3,0,0,0,0,0.9157121795938512,0.0,1,0,0,0
15,1,2,13.148886543549295,27,0,3,0,0,0,0,0.6361329335031771,0.0,1,0,0,0
18,1,2,9.75753211996119,6,1,4,0,1,0,0,3.2078192453842034,3.0,0,0,1,0
18,1,2,14.613580230567804,25,0,1,0,0,0,0,0.7771509547591905,0.0,0,0,0,1
